2026-07-25 19:55:08,959 | INFO | knowledge_collector.crawl_progress | Current page: 1 | Pages completed: 0 | Pages remaining: 1 | Queue size: 1 | Visited pages: 0 | Current depth: 0 | Elapsed time: 00:00 | Estimated remaining time: 00:00 | Current URL: https://owasp.org/Top10/2021/A01_2021-Broken_Access_Control/index.html
2026-07-26 18:06:13,295 | INFO | knowledge_collector.crawl_progress | Current page: 20 | Pages completed: 17 | Pages remaining: 111 | Queue size: 111 | Visited pages: 17 | Current depth: 1 | Elapsed time: 00:15 | Estimated remaining time: 01:37 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Bot_Management_and_Anti-Automation_Cheat_Sheet.html
2026-07-26 18:06:13,680 | INFO | knowledge_collector.crawl_progress | Current page: 21 | Pages completed: 17 | Pages remaining: 110 | Queue size: 110 | Visited pages: 17 | Current depth: 1 | Elapsed time: 00:15 | Estimated remaining time: 01:39 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Browser_Extension_Vulnerabilities_Cheat_Sheet.html
2026-07-26 18:06:14,276 | INFO | knowledge_collector.crawl_progress | Current page: 22 | Pages completed: 18 | Pages remaining: 111 | Queue size: 111 | Visited pages: 18 | Current depth: 1 | Elapsed time: 00:16 | Estimated remaining time: 01:38 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Business_Logic_Security_Cheat_Sheet.html
2026-07-26 18:06:14,662 | INFO | knowledge_collector.crawl_progress | Current page: 23 | Pages completed: 18 | Pages remaining: 110 | Queue size: 110 | Visited pages: 18 | Current depth: 1 | Elapsed time: 00:16 | Estimated remaining time: 01:40 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/C-Based_Toolchain_Hardening_Cheat_Sheet.html
2026-07-26 18:06:15,365 | INFO | knowledge_collector.crawl_progress | Current page: 24 | Pages completed: 19 | Pages remaining: 110 | Queue size: 110 | Visited pages: 19 | Current depth: 1 | Elapsed time: 00:17 | Estimated remaining time: 01:38 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/CI_CD_Security_Cheat_Sheet.html
2026-07-26 18:06:15,799 | INFO | knowledge_collector.crawl_progress | Current page: 25 | Pages completed: 20 | Pages remaining: 109 | Queue size: 109 | Visited pages: 20 | Current depth: 1 | Elapsed time: 00:17 | Estimated remaining time: 01:35 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Choosing_and_Using_Security_Questions_Cheat_Sheet.html
2026-07-26 18:06:16,151 | INFO | knowledge_collector.crawl_progress | Current page: 26 | Pages completed: 20 | Pages remaining: 108 | Queue size: 108 | Visited pages: 20 | Current depth: 1 | Elapsed time: 00:18 | Estimated remaining time: 01:36 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Clickjacking_Defense_Cheat_Sheet.html
2026-07-26 18:06:16,407 | INFO | knowledge_collector.crawl_progress | Current page: 27 | Pages completed: 21 | Pages remaining: 108 | Queue size: 108 | Visited pages: 21 | Current depth: 1 | Elapsed time: 00:18 | Estimated remaining time: 01:33 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Content_Security_Policy_Cheat_Sheet.html
2026-07-26 18:06:16,933 | INFO | knowledge_collector.crawl_progress | Current page: 28 | Pages completed: 22 | Pages remaining: 107 | Queue size: 107 | Visited pages: 22 | Current depth: 1 | Elapsed time: 00:19 | Estimated remaining time: 01:30 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Cookie_Theft_Mitigation_Cheat_Sheet.html
2026-07-26 18:06:17,263 | INFO | knowledge_collector.crawl_progress | Current page: 29 | Pages completed: 22 | Pages remaining: 106 | Queue size: 106 | Visited pages: 22 | Current depth: 1 | Elapsed time: 00:19 | Estimated remaining time: 01:31 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Credential_Stuffing_Prevention_Cheat_Sheet.html
2026-07-26 18:06:17,654 | INFO | knowledge_collector.crawl_progress | Current page: 30 | Pages completed: 22 | Pages remaining: 105 | Queue size: 105 | Visited pages: 22 | Current depth: 1 | Elapsed time: 00:19 | Estimated remaining time: 01:32 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Cross-Site_Request_Forgery_Prevention_Cheat_Sheet.html
2026-07-26 18:06:18,193 | INFO | knowledge_collector.crawl_progress | Current page: 31 | Pages completed: 22 | Pages remaining: 104 | Queue size: 104 | Visited pages: 22 | Current depth: 1 | Elapsed time: 00:20 | Estimated remaining time: 01:34 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Cross_Site_Scripting_Prevention_Cheat_Sheet.html
2026-07-26 18:06:18,709 | INFO | knowledge_collector.crawl_progress | Current page: 32 | Pages completed: 23 | Pages remaining: 106 | Queue size: 106 | Visited pages: 23 | Current depth: 1 | Elapsed time: 00:20 | Estimated remaining time: 01:34 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Cryptographic_Storage_Cheat_Sheet.html
2026-07-26 18:06:19,183 | INFO | knowledge_collector.crawl_progress | Current page: 33 | Pages completed: 24 | Pages remaining: 105 | Queue size: 105 | Visited pages: 24 | Current depth: 1 | Elapsed time: 00:21 | Estimated remaining time: 01:31 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/DOM_Clobbering_Prevention_Cheat_Sheet.html
2026-07-26 18:06:19,690 | INFO | knowledge_collector.crawl_progress | Current page: 34 | Pages completed: 25 | Pages remaining: 104 | Queue size: 104 | Visited pages: 25 | Current depth: 1 | Elapsed time: 00:21 | Estimated remaining time: 01:29 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/DOM_based_XSS_Prevention_Cheat_Sheet.html
2026-07-26 18:06:20,435 | INFO | knowledge_collector.crawl_progress | Current page: 35 | Pages completed: 26 | Pages remaining: 103 | Queue size: 103 | Visited pages: 26 | Current depth: 1 | Elapsed time: 00:22 | Estimated remaining time: 01:27 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Database_Security_Cheat_Sheet.html
2026-07-26 18:06:20,969 | INFO | knowledge_collector.crawl_progress | Current page: 36 | Pages completed: 27 | Pages remaining: 102 | Queue size: 102 | Visited pages: 27 | Current depth: 1 | Elapsed time: 00:23 | Estimated remaining time: 01:25 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Denial_of_Service_Cheat_Sheet.html
2026-07-26 18:06:21,440 | INFO | knowledge_collector.crawl_progress | Current page: 37 | Pages completed: 27 | Pages remaining: 101 | Queue size: 101 | Visited pages: 27 | Current depth: 1 | Elapsed time: 00:23 | Estimated remaining time: 01:26 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Dependency_Graph_SBOM_Cheat_Sheet.html
2026-07-26 18:06:21,925 | INFO | knowledge_collector.crawl_progress | Current page: 38 | Pages completed: 28 | Pages remaining: 101 | Queue size: 101 | Visited pages: 28 | Current depth: 1 | Elapsed time: 00:24 | Estimated remaining time: 01:25 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Deserialization_Cheat_Sheet.html
2026-07-26 18:06:22,470 | INFO | knowledge_collector.crawl_progress | Current page: 39 | Pages completed: 29 | Pages remaining: 100 | Queue size: 100 | Visited pages: 29 | Current depth: 1 | Elapsed time: 00:24 | Estimated remaining time: 01:23 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Django_REST_Framework_Cheat_Sheet.html
2026-07-26 18:06:22,923 | INFO | knowledge_collector.crawl_progress | Current page: 40 | Pages completed: 30 | Pages remaining: 99 | Queue size: 99 | Visited pages: 30 | Current depth: 1 | Elapsed time: 00:25 | Estimated remaining time: 01:21 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Django_Security_Cheat_Sheet.html
2026-07-26 18:06:23,364 | INFO | knowledge_collector.crawl_progress | Current page: 41 | Pages completed: 31 | Pages remaining: 98 | Queue size: 98 | Visited pages: 31 | Current depth: 1 | Elapsed time: 00:25 | Estimated remaining time: 01:19 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Docker_Security_Cheat_Sheet.html
2026-07-26 18:06:24,041 | INFO | knowledge_collector.crawl_progress | Current page: 42 | Pages completed: 32 | Pages remaining: 97 | Queue size: 97 | Visited pages: 32 | Current depth: 1 | Elapsed time: 00:26 | Estimated remaining time: 01:18 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/DotNet_Security_Cheat_Sheet.html
2026-07-26 18:06:24,654 | INFO | knowledge_collector.crawl_progress | Current page: 43 | Pages completed: 32 | Pages remaining: 96 | Queue size: 96 | Visited pages: 32 | Current depth: 1 | Elapsed time: 00:26 | Estimated remaining time: 01:19 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Drone_Security_Cheat_Sheet.html
2026-07-26 18:06:25,190 | INFO | knowledge_collector.crawl_progress | Current page: 44 | Pages completed: 33 | Pages remaining: 96 | Queue size: 96 | Visited pages: 33 | Current depth: 1 | Elapsed time: 00:27 | Estimated remaining time: 01:18 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Email_Validation_and_Verification_Cheat_Sheet.html
2026-07-26 18:06:25,641 | INFO | knowledge_collector.crawl_progress | Current page: 45 | Pages completed: 34 | Pages remaining: 95 | Queue size: 95 | Visited pages: 34 | Current depth: 1 | Elapsed time: 00:27 | Estimated remaining time: 01:16 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Error_Handling_Cheat_Sheet.html
2026-07-26 18:06:26,178 | INFO | knowledge_collector.crawl_progress | Current page: 46 | Pages completed: 35 | Pages remaining: 94 | Queue size: 94 | Visited pages: 35 | Current depth: 1 | Elapsed time: 00:28 | Estimated remaining time: 01:15 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/File_Upload_Cheat_Sheet.html
2026-07-26 18:06:26,659 | INFO | knowledge_collector.crawl_progress | Current page: 47 | Pages completed: 36 | Pages remaining: 93 | Queue size: 93 | Visited pages: 36 | Current depth: 1 | Elapsed time: 00:28 | Estimated remaining time: 01:13 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Forgot_Password_Cheat_Sheet.html
2026-07-26 18:06:26,996 | INFO | knowledge_collector.crawl_progress | Current page: 48 | Pages completed: 36 | Pages remaining: 92 | Queue size: 92 | Visited pages: 36 | Current depth: 1 | Elapsed time: 00:29 | Estimated remaining time: 01:13 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/GitHub_Actions_Security_Cheat_Sheet.html
2026-07-26 18:06:27,520 | INFO | knowledge_collector.crawl_progress | Current page: 49 | Pages completed: 37 | Pages remaining: 92 | Queue size: 92 | Visited pages: 37 | Current depth: 1 | Elapsed time: 00:29 | Estimated remaining time: 01:12 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/GraphQL_Cheat_Sheet.html
2026-07-26 18:06:28,094 | INFO | knowledge_collector.crawl_progress | Current page: 50 | Pages completed: 38 | Pages remaining: 91 | Queue size: 91 | Visited pages: 38 | Current depth: 1 | Elapsed time: 00:30 | Estimated remaining time: 01:11 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/HTML5_Security_Cheat_Sheet.html
2026-07-26 18:06:28,577 | INFO | knowledge_collector.crawl_progress | Current page: 51 | Pages completed: 39 | Pages remaining: 90 | Queue size: 90 | Visited pages: 39 | Current depth: 1 | Elapsed time: 00:30 | Estimated remaining time: 01:10 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/HTTP_Headers_Cheat_Sheet.html
2026-07-26 18:06:29,173 | INFO | knowledge_collector.crawl_progress | Current page: 52 | Pages completed: 40 | Pages remaining: 89 | Queue size: 89 | Visited pages: 40 | Current depth: 1 | Elapsed time: 00:31 | Estimated remaining time: 01:09 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/HTTP_Strict_Transport_Security_Cheat_Sheet.html
2026-07-26 18:06:29,556 | INFO | knowledge_collector.crawl_progress | Current page: 53 | Pages completed: 41 | Pages remaining: 88 | Queue size: 88 | Visited pages: 41 | Current depth: 1 | Elapsed time: 00:31 | Estimated remaining time: 01:07 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Infrastructure_as_Code_Security_Cheat_Sheet.html
2026-07-26 18:06:30,007 | INFO | knowledge_collector.crawl_progress | Current page: 54 | Pages completed: 42 | Pages remaining: 87 | Queue size: 87 | Visited pages: 42 | Current depth: 1 | Elapsed time: 00:32 | Estimated remaining time: 01:06 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Injection_Prevention_Cheat_Sheet.html
2026-07-26 18:06:30,675 | INFO | knowledge_collector.crawl_progress | Current page: 55 | Pages completed: 43 | Pages remaining: 86 | Queue size: 86 | Visited pages: 43 | Current depth: 1 | Elapsed time: 00:32 | Estimated remaining time: 01:05 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Injection_Prevention_in_Java_Cheat_Sheet.html
2026-07-26 18:06:31,910 | INFO | knowledge_collector.crawl_progress | Current page: 56 | Pages completed: 43 | Pages remaining: 85 | Queue size: 85 | Visited pages: 43 | Current depth: 1 | Elapsed time: 00:34 | Estimated remaining time: 01:06 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Input_Validation_Cheat_Sheet.html
2026-07-26 18:06:32,387 | INFO | knowledge_collector.crawl_progress | Current page: 57 | Pages completed: 44 | Pages remaining: 85 | Queue size: 85 | Visited pages: 44 | Current depth: 1 | Elapsed time: 00:34 | Estimated remaining time: 01:06 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Insecure_Direct_Object_Reference_Prevention_Cheat_Sheet.html
2026-07-26 18:06:32,767 | INFO | knowledge_collector.crawl_progress | Current page: 58 | Pages completed: 45 | Pages remaining: 84 | Queue size: 84 | Visited pages: 45 | Current depth: 1 | Elapsed time: 00:34 | Estimated remaining time: 01:04 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/JAAS_Cheat_Sheet.html
2026-07-26 18:06:33,219 | INFO | knowledge_collector.crawl_progress | Current page: 59 | Pages completed: 46 | Pages remaining: 83 | Queue size: 83 | Visited pages: 46 | Current depth: 1 | Elapsed time: 00:35 | Estimated remaining time: 01:03 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/JSON_Web_Token_Cheat_Sheet.html
2026-07-26 18:06:34,056 | INFO | knowledge_collector.crawl_progress | Current page: 60 | Pages completed: 47 | Pages remaining: 82 | Queue size: 82 | Visited pages: 47 | Current depth: 1 | Elapsed time: 00:36 | Estimated remaining time: 01:02 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Java_Security_Cheat_Sheet.html
2026-07-26 18:06:34,979 | INFO | knowledge_collector.crawl_progress | Current page: 61 | Pages completed: 48 | Pages remaining: 81 | Queue size: 81 | Visited pages: 48 | Current depth: 1 | Elapsed time: 00:37 | Estimated remaining time: 01:02 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Key_Management_Cheat_Sheet.html
2026-07-26 18:06:35,454 | INFO | knowledge_collector.crawl_progress | Current page: 62 | Pages completed: 49 | Pages remaining: 80 | Queue size: 80 | Visited pages: 49 | Current depth: 1 | Elapsed time: 00:37 | Estimated remaining time: 01:01 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Kubernetes_Security_Cheat_Sheet.html
2026-07-26 18:06:36,305 | INFO | knowledge_collector.crawl_progress | Current page: 63 | Pages completed: 50 | Pages remaining: 79 | Queue size: 79 | Visited pages: 50 | Current depth: 1 | Elapsed time: 00:38 | Estimated remaining time: 01:00 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/LDAP_Injection_Prevention_Cheat_Sheet.html
2026-07-26 18:06:36,738 | INFO | knowledge_collector.crawl_progress | Current page: 64 | Pages completed: 51 | Pages remaining: 78 | Queue size: 78 | Visited pages: 51 | Current depth: 1 | Elapsed time: 00:38 | Estimated remaining time: 00:59 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/LLM_Prompt_Injection_Prevention_Cheat_Sheet.html
2026-07-26 18:06:37,332 | INFO | knowledge_collector.crawl_progress | Current page: 65 | Pages completed: 52 | Pages remaining: 77 | Queue size: 77 | Visited pages: 52 | Current depth: 1 | Elapsed time: 00:39 | Estimated remaining time: 00:58 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Laravel_Cheat_Sheet.html
2026-07-26 18:06:37,844 | INFO | knowledge_collector.crawl_progress | Current page: 66 | Pages completed: 53 | Pages remaining: 76 | Queue size: 76 | Visited pages: 53 | Current depth: 1 | Elapsed time: 00:39 | Estimated remaining time: 00:57 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Legacy_Application_Management_Cheat_Sheet.html
2026-07-26 18:06:38,236 | INFO | knowledge_collector.crawl_progress | Current page: 67 | Pages completed: 54 | Pages remaining: 75 | Queue size: 75 | Visited pages: 54 | Current depth: 1 | Elapsed time: 00:40 | Estimated remaining time: 00:55 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Logging_Cheat_Sheet.html
2026-07-26 18:06:38,737 | INFO | knowledge_collector.crawl_progress | Current page: 68 | Pages completed: 55 | Pages remaining: 74 | Queue size: 74 | Visited pages: 55 | Current depth: 1 | Elapsed time: 00:40 | Estimated remaining time: 00:54 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Logging_Vocabulary_Cheat_Sheet.html
2026-07-26 18:06:39,479 | INFO | knowledge_collector.crawl_progress | Current page: 69 | Pages completed: 56 | Pages remaining: 73 | Queue size: 73 | Visited pages: 56 | Current depth: 1 | Elapsed time: 00:41 | Estimated remaining time: 00:54 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/MCP_Security_Cheat_Sheet.html
